id,price
0,207.312
1,49.236
2,32.944
3,30.228
4,18.34
5,21.566
6,17.65
7,12.208
8,24.312
9,50.666
10,24.362
11,41.212
12,16.344
13,19.426
14,28.532
15,29.842
16,81.99
17,45.744
18,21.26
19,33.96
20,18.428
21,14.588
22,37.458
23,11.396
24,38.638
25,24.874
26,27.744
27,34.572
28,34.22
29,44.064
30,32.384
31,97.866
32,13.786
33,56.356
34,17.678
35,52.07
36,18.982
37,50.334
38,10.318
39,25.33
40,29.342
41,69.796
42,49.906
43,39.14
44,16.198
45,20.11
46,43.138
47,31.678
48,37.176
49,73.192
50,15.042
51,22.024
52,29.084
53,15.182
54,40.36
55,31.378
56,87.138
57,17.716
58,38.818
59,18.858
60,63.33
61,22.636
62,15.726
63,71.962
64,17.954
65,25.906
66,17.586
67,36.282
68,16.632
69,62.88
70,23.298
71,9.522
72,14.61
73,15.608
74,22.558
75,47.146
76,31.384
77,24.814
78,41.198
79,36.126
80,20.362
81,13.196
82,14.424
83,33.276
84,30.114
85,16.738
86,54.528
87,20.606
88,18.806
89,20.41
90,19.424
91,47.692
92,27.968
93,29.27
94,20.608
95,41.276
96,22.142
97,34.76
98,15.592
99,27.462
100,27.096
101,46.566
102,25.24
103,21.794
104,28.072
105,31.064
106,30.418
107,75.48
108,26.364
109,25.162
110,19.83
111,19.198
112,32.002
113,25.656
114,25.04
115,50.958
116,12.378
117,38.782
118,19.76
119,21.036
120,30.048
121,47.376
122,21.912
123,34.658
124,57.228
125,23.364
126,16.572
127,19.752
128,16.262
129,27.27
130,20.516
131,17.802
132,24.182
133,13.796
134,24.146
135,19.666
136,14.992
137,42.948
138,10.99
139,43.418
140,115.018
141,20.942
142,27.74
143,19.094
144,37.062
145,19.522
146,23.332
147,15.504
148,14.762
149,17.52
150,21.9
151,37.208
152,17.106
153,12.516
154,24.68
155,33.842
156,32.102
157,35.63
158,11.706
159,26.204
160,29.594
161,15.778
162,35.282
163,69.568
164,26.284
165,99.852
166,29.67
167,51.24
168,47.052
169,22.048
170,34.316
171,51.58
172,43.206
173,55.426
174,22.354
175,15.072
176,29.52
177,23.972
178,12.666
179,64.852
180,19.462
181,24.932
182,40.902
183,17.746
184,31.934
185,25.796
186,48.908
187,26.14
188,16.744
189,19.536
190,27.434
191,21.616
192,48.908
193,32.606
194,28.514
195,34.346
196,41.178
197,52.272
198,17.498
199,20.572
200,59.278
201,18.444
202,20.68
203,16.17
204,36.736
205,19.144
206,61.782
207,28.442
208,12.032
209,22.952
210,36.956
211,13.558
212,21.39
213,39.494
214,74.01
215,47.654
216,21.148
217,34.346
218,20.798
219,30.36
220,70.904
221,20.354
222,25.964
223,15.896
224,59.904
225,22.294
226,30.896
227,16.694
228,27.376
229,31.22
230,18.254
231,84.294
232,31.26
233,35.628
234,22.134
235,8.548
236,23.018
237,32.206
238,16.116
239,60.498
240,27.108
241,12.054
242,79.502
243,26.842
244,20.684
245,16.796
246,15.056
247,26.32
248,277.502
249,54.196
250,30.694
251,16.316
252,36.932
253,29.87
254,29.012
255,17.194
256,14.574
257,40.192
258,30.672
259,33.388
260,33.244
261,34.338
262,17.978
263,19.15
264,49.726
265,28.962
266,75.934
267,13.588
268,41.304
269,16.7
270,22.976
271,197.688
272,25.678
273,12.594
274,19.592
275,31.098
276,16.838
277,35.774
278,15.738
279,20.572
280,23.986
281,38.97
282,42.946
283,17.038
284,42.294
285,30.152
286,19.482
287,87.164
288,33.472
289,27.414
290,15.606
291,33.716
292,22.264
293,46.612
294,34.828
295,20.414
296,29.302
297,48.524
298,31.42
299,16.75
300,38.136
301,33.81
302,66.962
303,25.218
304,36.988
305,14.25
306,38.588
307,17.376
308,17.422
309,15.338
310,55.84
311,23.506
312,25.422
313,77.926
314,30.1
315,61.93
316,17.46
317,25.98
318,36.944
319,37.544
320,20.958
321,26.578
322,48.178
323,11.788
324,14.718
325,18.896
326,43.998
327,279.482
328,156.93
329,19.206
330,22.35
331,25.234
332,51.662
333,36.81
334,31.034
335,104.614
336,147.036
337,14.852
338,24.562
339,14.388
340,24.648
341,28.86
342,62.096
343,22.462
344,17.472
345,19.894
346,46.594
347,65.234
348,34.076
349,72.896
350,18.01
351,30.288
352,67.686
353,21.426
354,18.144
355,31.858
356,18.216
357,35.144
358,33.388
359,22.204
360,26.514
361,15.998
362,45.122
363,16.044
364,17.138
365,27.348
366,40.884
