id,price
0,122.492325
1,25.819958
2,60.70832
3,36.722973
4,15.899199
5,19.771198
6,15.633576
7,12.404894
8,11.796044
9,38.277824
10,22.147491
11,56.14627
12,16.107172
13,15.490375
14,19.772333
15,37.573124
16,79.968216
17,39.455616
18,13.520598
19,33.03252
20,12.011303
21,16.69661
22,27.699074
23,16.068104
24,53.835262
25,46.426567
26,22.829098
27,37.127968
28,15.594897
29,54.330177
30,37.213833
31,93.18922
32,12.076703
33,78.49196
34,38.99259
35,64.63495
36,12.951553
37,34.4823
38,11.69854
39,34.09767
40,29.680597
41,55.494602
42,32.576122
43,49.776962
44,13.55068
45,20.823261
46,37.51946
47,34.80053
48,33.431625
49,55.15425
50,13.2303705
51,14.321939
52,28.200079
53,10.272694
54,23.860527
55,23.807669
56,78.75676
57,11.092457
58,29.701828
59,13.840287
60,86.26736
61,24.432047
62,12.985019
63,54.866467
64,13.664597
65,36.086082
66,18.953167
67,71.84719
68,14.349311
69,79.46137
70,35.348476
71,11.502526
72,17.865839
73,10.896817
74,22.882957
75,35.1735
76,31.099327
77,12.547202
78,25.300102
79,35.333702
80,19.793816
81,12.395424
82,11.277282
83,20.607256
84,35.93813
85,19.750818
86,69.79353
87,16.807922
88,19.259453
89,18.563005
90,12.973653
91,62.72954
92,24.024302
93,36.505272
94,25.222795
95,42.836864
96,13.785593
97,37.502842
98,16.522171
99,32.880375
100,22.55399
101,40.257534
102,37.269455
103,17.782076
104,18.793238
105,18.156124
106,50.75892
107,53.75859
108,17.575539
109,28.816153
110,14.161622
111,15.800687
112,19.60079
113,27.277678
114,18.38982
115,38.77162
116,11.4045315
117,40.20848
118,35.6558
119,19.98901
120,14.349998
121,68.34085
122,16.902359
123,28.045748
124,62.02223
125,14.120234
126,19.252768
127,15.975006
128,14.402757
129,25.294659
130,18.756865
131,17.10935
132,19.610636
133,12.686583
134,32.277866
135,24.125187
136,11.937567
137,47.698444
138,10.992717
139,65.116234
140,247.22394
141,16.91841
142,16.234818
143,14.585163
144,24.544147
145,18.43974
146,24.970655
147,25.147894
148,11.882661
149,20.319775
150,24.387629
151,79.9737
152,16.140215
153,11.844569
154,21.336624
155,32.32794
156,36.34162
157,37.646477
158,11.707564
159,23.233265
160,30.606792
161,24.374098
162,40.757877
163,31.621767
164,14.872528
165,113.743034
166,37.24889
167,40.911835
168,26.353365
169,15.015243
170,26.806623
171,36.717136
172,73.14502
173,48.898457
174,13.891273
175,10.29591
176,25.831333
177,17.92609
178,14.047868
179,67.77699
180,16.179903
181,24.249132
182,42.430748
183,28.250957
184,43.73282
185,29.362133
186,34.77592
187,37.20146
188,17.421461
189,12.623285
190,24.344273
191,19.973309
192,78.43059
193,25.525282
194,17.21148
195,24.145983
196,78.85799
197,39.479267
198,12.699096
199,15.054431
200,70.69421
201,15.7270565
202,20.833694
203,26.06067
204,22.83072
205,26.44979
206,43.024303
207,33.412647
208,11.492051
209,22.880892
210,44.31186
211,12.793964
212,30.298609
213,19.068415
214,50.09751
215,56.828243
216,32.30151
217,31.773026
218,11.946548
219,21.357716
220,47.70284
221,16.2677
222,28.327263
223,13.562192
224,54.805813
225,30.873226
226,33.122467
227,18.1221
228,12.674598
229,21.358599
230,17.499577
231,38.43938
232,34.262318
233,31.007458
234,39.699493
235,12.155158
236,23.94172
237,17.168598
238,13.008059
239,27.961351
240,47.352703
241,10.83623
242,61.902264
243,38.29125
244,19.097408
245,17.903746
246,16.141535
247,29.198032
248,132.34726
249,60.834538
250,24.93245
251,18.999731
252,34.386353
253,37.574787
254,27.485552
255,11.786686
256,11.3207655
257,59.789547
258,28.697258
259,41.33329
260,30.638968
261,93.535446
262,14.1264305
263,18.071316
264,72.95282
265,32.604824
266,81.85236
267,16.032057
268,36.508713
269,15.674436
270,28.874311
271,198.94095
272,17.043001
273,13.458853
274,18.10899
275,32.68401
276,23.83162
277,43.715797
278,12.214904
279,19.292395
280,18.419485
281,31.584618
282,37.269165
283,14.561571
284,31.391129
285,13.480917
286,16.842669
287,51.179966
288,21.02431
289,28.646132
290,18.705969
291,28.744856
292,19.29706
293,37.797913
294,40.44848
295,36.22569
296,36.752956
297,49.70413
298,36.303474
299,12.621224
300,48.49172
301,42.0189
302,67.09008
303,25.544159
304,32.058365
305,13.944025
306,87.06233
307,17.289661
308,17.366482
309,11.163839
310,48.11318
311,28.904022
312,17.046402
313,68.05831
314,39.208447
315,33.789227
316,17.659864
317,26.898647
318,30.41634
319,40.04545
320,17.484121
321,32.451473
322,49.52779
323,11.329984
324,17.173712
325,23.51425
326,45.196774
327,162.17233
328,297.41312
329,16.11887
330,19.491316
331,26.96156
332,62.842754
333,15.765884
334,39.364494
335,63.682278
336,115.55825
337,19.690008
338,17.055655
339,12.275889
340,33.50909
341,28.7621
342,58.483246
343,19.506325
344,14.994076
345,20.016293
346,38.438747
347,67.17745
348,45.12271
349,71.19623
350,13.142987
351,29.212788
352,67.53187
353,13.054881
354,18.973438
355,27.43279
356,22.50544
357,18.968374
358,18.32017
359,36.692425
360,30.29967
361,12.342349
362,58.268898
363,30.091799
364,12.595143
365,29.064537
366,33.294052
367,10.46762
